audio_path	transcript	phoneme_transcript
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_101.wav	chỉ phù hợp đi chơi được phát từ trường năng khiếu nghiệp vụ	ts#i3#_3# f#u2#_2# h#76b#p6b#_6b# d#i1#_1# ts#71#j1#_1# d#M76b#k6b#_6b# f#a5b#t5b#_5b# t#M2#_2# ts#M72#N2#_2# n#a_X1#N1#_1# x#ie5a#w5a#_5a# N#ie6b#p6b#_6b# v#u6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_102.wav	khiến người ta muốn thả mình vào	x#ie5a#n5a#_5a# N#M72#j2#_2# t#a1#_1# m#uo5a#n5a#_5a# t_h#a3#_3# m#i2#J2#_2# v#a2#w2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_103.wav	khi mẹ còn rong ruổi ngoài đường	x#i1#_1# m#E6a#_6a# k#O2#n2#_2# z#O_X1#Nm1#_1# z#uo3#j3#_3# N#wp2#a2#j2#_2# d#M72#N2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_104.wav	vườn thuốc nam của trường có đủ các loại cây trồng trên luống	v#M72#n2#_2# t_h#uo5b#k5b#_5b# n#a1#m1#_1# k#uo3#_3# ts#M72#N2#_2# k#O5a#_5a# d#u3#_3# k#a5b#k5b#_5b# l#wp6a#a6a#j6a#_6a# k#7_X1#j1#_1# ts#o2#Nm2#_2# ts#e1#n1#_1# l#uo5a#N5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_105.wav	đơn vị của ông chỉ là một xã	d#71#n1#_1# v#i6a#_6a# k#uo3#_3# o1#Nm1#_1# ts#i3#_3# l#a2#_2# m#o6b#t6b#_6b# s#a4#_4#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_106.wav	chuồn đi nghe hát	ts#uo2#n2#_2# d#i1#_1# N#E1#_1# h#a5b#t5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_107.wav	tám ảnh cũng vừa nhảy lách sang trái	t#a5a#m5a#_5a# E_X3#J3#_3# k#u4#Nm4#_4# v#M72#_2# J#a_X3#j3#_3# l#E_X5b#k5b#_5b# s#a1#N1#_1# ts#a5a#j5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_108.wav	thượng úy trần minh tâm và thượng sĩ mai huy thái cho rằng	t_h#M76a#N6a#_6a# wp5a#i5a#_5a# ts#7_X2#n2#_2# m#i1#J1#_1# t#7_X1#m1#_1# v#a2#_2# t_h#M76a#N6a#_6a# s#i4#_4# m#a1#j1#_1# h#wp1#i1#_1# t_h#a5a#j5a#_5a# ts#O1#_1# z#a_X2#N2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_109.wav	tối nào cũng vừa lai rai vừa hát ngậu xị cả đêm	t#o5a#j5a#_5a# n#a2#w2#_2# k#u4#Nm4#_4# v#M72#_2# l#a1#j1#_1# z#a1#j1#_1# v#M72#_2# h#a5b#t5b#_5b# N#7_X6a#w6a#_6a# s#i6a#_6a# k#a3#_3# d#e1#m1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_110.wav	bà còn nói thêm rằng	b#a2#_2# k#O2#n2#_2# n#O5a#j5a#_5a# t_h#e1#m1#_1# z#a_X2#N2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_111.wav	lạm dụng chức quyền để buông thói trăng hoa	l#a6a#m6a#_6a# z#u6a#Nm6a#_6a# ts#M5b#k5b#_5b# k#wp2#ie2#n2#_2# d#e3#_3# b#uo1#N1#_1# t_h#O5a#j5a#_5a# ts#a_X1#N1#_1# h#wp1#a1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_112.wav	với những người chứng kiến hôn lễ	v#75a#j5a#_5a# J#M4#N4#_4# N#M72#j2#_2# ts#M5a#N5a#_5a# k#ie5a#n5a#_5a# h#o1#n1#_1# l#e4#_4#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_113.wav	đây thật sự là đoạn đường thử thách sức khỏe	d#7_X1#j1#_1# t_h#7_X6b#t6b#_6b# s#M6a#_6a# l#a2#_2# d#wp6a#a6a#n6a#_6a# d#M72#N2#_2# t_h#M3#_3# t_h#E_X5b#k5b#_5b# s#M5b#k5b#_5b# x#wp3#E3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_114.wav	mục đích tăng giá vé trần này	m#u6b#kp6b#_6b# d#i5b#k5b#_5b# t#a_X1#N1#_1# z#a5a#_5a# v#E5a#_5a# ts#7_X2#n2#_2# n#a_X2#j2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_115.wav	cũng từ cơn hờn dỗi học trò đó	k#u4#Nm4#_4# t#M2#_2# k#71#n1#_1# h#72#n2#_2# z#o4#j4#_4# h#O_X6b#kp6b#_6b# ts#O2#_2# d#O5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_116.wav	nhưng quan trọng hơn	J#M1#N1#_1# k#wp1#a1#n1#_1# ts#O_X6a#Nm6a#_6a# h#71#n1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_117.wav	đang bực với cái nhà chị	d#a1#N1#_1# b#M6b#k6b#_6b# v#75a#j5a#_5a# k#a5a#j5a#_5a# J#a2#_2# ts#i6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_118.wav	phim kính vạn hoa được nhiều khán giả yêu thích	f#i1#m1#_1# k#i5a#J5a#_5a# v#a6a#n6a#_6a# h#wp1#a1#_1# d#M76b#k6b#_6b# J#ie2#w2#_2# x#a5a#n5a#_5a# z#a3#_3# ie1#w1#_1# t_h#i5b#k5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_119.wav	làm suy suyển quyền lãnh đạo tuyệt đối và toàn diện của đảng	l#a2#m2#_2# s#wp1#i1#_1# s#wp3#ie3#n3#_3# k#wp2#ie2#n2#_2# l#E_X4#J4#_4# d#a6a#w6a#_6a# t#wp6b#ie6b#t6b#_6b# d#o5a#j5a#_5a# v#a2#_2# t#wp2#a2#n2#_2# z#ie6a#n6a#_6a# k#uo3#_3# d#a3#N3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_120.wav	những bãi cỏ xanh dờn với đá sõi lạo xạo dưới bước chân người	J#M4#N4#_4# b#a4#j4#_4# k#O3#_3# s#E_X1#J1#_1# z#72#n2#_2# v#75a#j5a#_5a# d#a5a#_5a# s#O4#j4#_4# l#a6a#w6a#_6a# s#a6a#w6a#_6a# z#M75a#j5a#_5a# b#M75b#k5b#_5b# ts#7_X1#n1#_1# N#M72#j2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_121.wav	đưa đến tình trạng	d#M71#_1# d#e5a#n5a#_5a# t#i2#J2#_2# ts#a6a#N6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_122.wav	ở nhà chờ hoài	73#_3# J#a2#_2# ts#72#_2# h#wp2#a2#j2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_123.wav	có thể bị ảnh hưởng bởi sự khác biệt trong thực tiễn kế toán	k#O5a#_5a# t_h#e3#_3# b#i6a#_6a# E_X3#J3#_3# h#M73#N3#_3# b#73#j3#_3# s#M6a#_6a# x#a5b#k5b#_5b# b#ie6b#t6b#_6b# ts#O_X1#Nm1#_1# t_h#M6b#k6b#_6b# t#ie4#n4#_4# k#e5a#_5a# t#wp5a#a5a#n5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_124.wav	chặng đường còn dài phải chịu đựng ở cái xứ lạnh lẽo này	ts#a_X6a#N6a#_6a# d#M72#N2#_2# k#O2#n2#_2# z#a2#j2#_2# f#a3#j3#_3# ts#i6a#w6a#_6a# d#M6a#N6a#_6a# 73#_3# k#a5a#j5a#_5a# s#M5a#_5a# l#E_X6a#J6a#_6a# l#E4#w4#_4# n#a_X2#j2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_125.wav	để chắc chắn rằng nó được đặt lên vị trí hàng đầu	d#e3#_3# ts#a_X5b#k5b#_5b# ts#a_X5a#n5a#_5a# z#a_X2#N2#_2# n#O5a#_5a# d#M76b#k6b#_6b# d#a_X6b#t6b#_6b# l#e1#n1#_1# v#i6a#_6a# ts#i5a#_5a# h#a2#N2#_2# d#7_X2#w2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_126.wav	vẫn nghe rõ tiếng rơi lủm bủm của những trái đước già	v#7_X4#n4#_4# N#E1#_1# z#O4#_4# t#ie5a#N5a#_5a# z#71#j1#_1# l#u3#m3#_3# b#u3#m3#_3# k#uo3#_3# J#M4#N4#_4# ts#a5a#j5a#_5a# d#M75b#k5b#_5b# z#a2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_127.wav	mà một số diện tích ruộng phải bỏ không	m#a2#_2# m#o6b#t6b#_6b# s#o5a#_5a# z#ie6a#n6a#_6a# t#i5b#k5b#_5b# z#uo6a#N6a#_6a# f#a3#j3#_3# b#O3#_3# x#o1#Nm1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_128.wav	phương pháp tinh thần với vấn đề lão hóa	f#M71#N1#_1# f#a5b#p5b#_5b# t#i1#J1#_1# t_h#7_X2#n2#_2# v#75a#j5a#_5a# v#7_X5a#n5a#_5a# d#e2#_2# l#a4#w4#_4# h#wp5a#a5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_129.wav	chỉ có tiếng thú hoang sột soạt sát bên nhà	ts#i3#_3# k#O5a#_5a# t#ie5a#N5a#_5a# t_h#u5a#_5a# h#wp1#a1#N1#_1# s#o6b#t6b#_6b# s#wp6b#a6b#t6b#_6b# s#a5b#t5b#_5b# b#e1#n1#_1# J#a2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_130.wav	một loại hình du lịch mới là du lịch khí hậu	m#o6b#t6b#_6b# l#wp6a#a6a#j6a#_6a# h#i2#J2#_2# z#u1#_1# l#i6b#k6b#_6b# m#75a#j5a#_5a# l#a2#_2# z#u1#_1# l#i6b#k6b#_6b# x#i5a#_5a# h#7_X6a#w6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_132.wav	trên các bãi đất trống	ts#e1#n1#_1# k#a5b#k5b#_5b# b#a4#j4#_4# d#7_X5b#t5b#_5b# ts#o5a#Nm5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_133.wav	đã khiến tiến trình hòa bình bị chệch hướng	d#a4#_4# x#ie5a#n5a#_5a# t#ie5a#n5a#_5a# ts#i2#J2#_2# h#wp2#a2#_2# b#i2#J2#_2# b#i6a#_6a# ts#e6b#k6b#_6b# h#M75a#N5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_134.wav	những năm trước phần lớn sếu ở kiên lương kiên giang	J#M4#N4#_4# n#a_X1#m1#_1# ts#M75b#k5b#_5b# f#7_X2#n2#_2# l#75a#n5a#_5a# s#e5a#w5a#_5a# 73#_3# k#ie1#n1#_1# l#M71#N1#_1# k#ie1#n1#_1# z#a1#N1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_135.wav	tôi sẽ cố gắng khắc phục và sửa chữa dần dần	t#o1#j1#_1# s#E4#_4# k#o5a#_5a# G#a_X5a#N5a#_5a# x#a_X5b#k5b#_5b# f#u6b#kp6b#_6b# v#a2#_2# s#M73#_3# ts#M74#_4# z#7_X2#n2#_2# z#7_X2#n2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_136.wav	ẵm ngọt xớt một giải hài dưới miệt cần thơ	a_X4#m4#_4# N#O6b#t6b#_6b# s#75b#t5b#_5b# m#o6b#t6b#_6b# z#a3#j3#_3# h#a2#j2#_2# z#M75a#j5a#_5a# m#ie6b#t6b#_6b# k#7_X2#n2#_2# t_h#71#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_137.wav	do không rõ ràng về trách nhiệm sở hữu	z#O1#_1# x#o1#Nm1#_1# z#O4#_4# z#a2#N2#_2# v#e2#_2# ts#E_X5b#k5b#_5b# J#ie6a#m6a#_6a# s#73#_3# h#M4#w4#_4#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_138.wav	trên những mỏm đá ven biển	ts#e1#n1#_1# J#M4#N4#_4# m#O3#m3#_3# d#a5a#_5a# v#E1#n1#_1# b#ie3#n3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_139.wav	mà không cần phải có những thứ mà bạn đang mong mỏi	m#a2#_2# x#o1#Nm1#_1# k#7_X2#n2#_2# f#a3#j3#_3# k#O5a#_5a# J#M4#N4#_4# t_h#M5a#_5a# m#a2#_2# b#a6a#n6a#_6a# d#a1#N1#_1# m#O_X1#Nm1#_1# m#O3#j3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_140.wav	úm ba la cả nhà làm giám đốc	u5a#m5a#_5a# b#a1#_1# l#a1#_1# k#a3#_3# J#a2#_2# l#a2#m2#_2# z#a5a#m5a#_5a# d#o5b#kp5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_141.wav	tuy nhiên tình hình đã đỡ căng thẳng một vài giờ sau đó	t#wp1#i1#_1# J#ie1#n1#_1# t#i2#J2#_2# h#i2#J2#_2# d#a4#_4# d#74#_4# k#a_X1#N1#_1# t_h#a_X3#N3#_3# m#o6b#t6b#_6b# v#a2#j2#_2# z#72#_2# s#a_X1#w1#_1# d#O5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_142.wav	và đến nói với bạn những điều vui vẻ	v#a2#_2# d#e5a#n5a#_5a# n#O5a#j5a#_5a# v#75a#j5a#_5a# b#a6a#n6a#_6a# J#M4#N4#_4# d#ie2#w2#_2# v#u1#j1#_1# v#E3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_143.wav	cuộc trò chuyện giữa ông và chúng tôi	k#uo6b#k6b#_6b# ts#O2#_2# ts#wp6a#ie6a#n6a#_6a# z#M74#_4# o1#Nm1#_1# v#a2#_2# ts#u5a#Nm5a#_5a# t#o1#j1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_144.wav	hữu phước phi bảo nhật cường việt ninh	h#M4#w4#_4# f#M75b#k5b#_5b# f#i1#_1# b#a3#w3#_3# J#7_X6b#t6b#_6b# k#M72#N2#_2# v#ie6b#t6b#_6b# n#i1#J1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_145.wav	tới các hãng lữ hành	t#75a#j5a#_5a# k#a5b#k5b#_5b# h#a4#N4#_4# l#M4#_4# h#E_X2#J2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_146.wav	và liên tục giữ đủ nhiệt độ cần thiết	v#a2#_2# l#ie1#n1#_1# t#u6b#kp6b#_6b# z#M4#_4# d#u3#_3# J#ie6b#t6b#_6b# d#o6a#_6a# k#7_X2#n2#_2# t_h#ie5b#t5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_147.wav	nằm khuất dưới tàn tre sát bờ sông châu	n#a_X2#m2#_2# x#wp5b#7_X5b#t5b#_5b# z#M75a#j5a#_5a# t#a2#n2#_2# ts#E1#_1# s#a5b#t5b#_5b# b#72#_2# s#o1#Nm1#_1# ts#7_X1#w1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_148.wav	kết quả này sẽ quyết định thành công hay thất bại của công việc	k#e5b#t5b#_5b# k#wp3#a3#_3# n#a_X2#j2#_2# s#E4#_4# k#wp5b#ie5b#t5b#_5b# d#i6a#J6a#_6a# t_h#E_X2#J2#_2# k#o1#Nm1#_1# h#a_X1#j1#_1# t_h#7_X5b#t5b#_5b# b#a6a#j6a#_6a# k#uo3#_3# k#o1#Nm1#_1# v#ie6b#k6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_149.wav	khi đó người thầy thuốc mới bắt đầu phương pháp điều trị	x#i1#_1# d#O5a#_5a# N#M72#j2#_2# t_h#7_X2#j2#_2# t_h#uo5b#k5b#_5b# m#75a#j5a#_5a# b#a_X5b#t5b#_5b# d#7_X2#w2#_2# f#M71#N1#_1# f#a5b#p5b#_5b# d#ie2#w2#_2# ts#i6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_150.wav	khi khôn lớn và ra đời	x#i1#_1# x#o1#n1#_1# l#75a#n5a#_5a# v#a2#_2# z#a1#_1# d#72#j2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_151.wav	và ở người ấy cũng đang nảy sinh những cảm xúc như vậy	v#a2#_2# 73#_3# N#M72#j2#_2# 7_X5a#j5a#_5a# k#u4#Nm4#_4# d#a1#N1#_1# n#a_X3#j3#_3# s#i1#J1#_1# J#M4#N4#_4# k#a3#m3#_3# s#u5b#kp5b#_5b# J#M1#_1# v#7_X6a#j6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_152.wav	cái đang chẹn cổ cô lúc này không phải là nỗi sợ hãi	k#a5a#j5a#_5a# d#a1#N1#_1# ts#E6a#n6a#_6a# k#o3#_3# k#o1#_1# l#u5b#kp5b#_5b# n#a_X2#j2#_2# x#o1#Nm1#_1# f#a3#j3#_3# l#a2#_2# n#o4#j4#_4# s#76a#_6a# h#a4#j4#_4#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_153.wav	vừa qua cơn mưa	v#M72#_2# k#wp1#a1#_1# k#71#n1#_1# m#M71#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_154.wav	rồi dựa đầu vào vai bạn trai	z#o2#j2#_2# z#M76a#_6a# d#7_X2#w2#_2# v#a2#w2#_2# v#a1#j1#_1# b#a6a#n6a#_6a# ts#a1#j1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_155.wav	thì sẽ không lột tả được tất cả tình cảm của bạn dành cho nàng	t_h#i2#_2# s#E4#_4# x#o1#Nm1#_1# l#o6b#t6b#_6b# t#a3#_3# d#M76b#k6b#_6b# t#7_X5b#t5b#_5b# k#a3#_3# t#i2#J2#_2# k#a3#m3#_3# k#uo3#_3# b#a6a#n6a#_6a# z#E_X2#J2#_2# ts#O1#_1# n#a2#N2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_156.wav	số người đón và đưa tiễn vì thế rất đông	s#o5a#_5a# N#M72#j2#_2# d#O5a#n5a#_5a# v#a2#_2# d#M71#_1# t#ie4#n4#_4# v#i2#_2# t_h#e5a#_5a# z#7_X5b#t5b#_5b# d#o1#Nm1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_157.wav	để khi cần là lấy ra dùng	d#e3#_3# x#i1#_1# k#7_X2#n2#_2# l#a2#_2# l#7_X5a#j5a#_5a# z#a1#_1# z#u2#Nm2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_158.wav	trong vòng ba năm kể từ ngày ký kết	ts#O_X1#Nm1#_1# v#O_X2#Nm2#_2# b#a1#_1# n#a_X1#m1#_1# k#e3#_3# t#M2#_2# N#a_X2#j2#_2# k#i5a#_5a# k#e5b#t5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_159.wav	bóng đá bắt đầu tập tễnh tiến lên chuyên nghiệp	b#O_X5a#Nm5a#_5a# d#a5a#_5a# b#a_X5b#t5b#_5b# d#7_X2#w2#_2# t#7_X6b#p6b#_6b# t#e4#J4#_4# t#ie5a#n5a#_5a# l#e1#n1#_1# ts#wp1#ie1#n1#_1# N#ie6b#p6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_160.wav	của lãnh đạo ngành y tế thì mới thực hiện được	k#uo3#_3# l#E_X4#J4#_4# d#a6a#w6a#_6a# N#E_X2#J2#_2# i1#_1# t#e5a#_5a# t_h#i2#_2# m#75a#j5a#_5a# t_h#M6b#k6b#_6b# h#ie6a#n6a#_6a# d#M76b#k6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_161.wav	đến một biệt thự lớn	d#e5a#n5a#_5a# m#o6b#t6b#_6b# b#ie6b#t6b#_6b# t_h#M6a#_6a# l#75a#n5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_162.wav	trong khi anh đang trải nghiệm sự an toàn và hạnh phúc	ts#O_X1#Nm1#_1# x#i1#_1# E_X1#J1#_1# d#a1#N1#_1# ts#a3#j3#_3# N#ie6a#m6a#_6a# s#M6a#_6a# a1#n1#_1# t#wp2#a2#n2#_2# v#a2#_2# h#E_X6a#J6a#_6a# f#u5b#kp5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_163.wav	ra về anh tâm lải nhải	z#a1#_1# v#e2#_2# E_X1#J1#_1# t#7_X1#m1#_1# l#a3#j3#_3# J#a3#j3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_164.wav	dù cố gắng đi xin việc mờ mắt	z#u2#_2# k#o5a#_5a# G#a_X5a#N5a#_5a# d#i1#_1# s#i1#n1#_1# v#ie6b#k6b#_6b# m#72#_2# m#a_X5b#t5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_165.wav	là chuyện thường tình	l#a2#_2# ts#wp6a#ie6a#n6a#_6a# t_h#M72#N2#_2# t#i2#J2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_166.wav	người chi tiêu mạnh tay nhất	N#M72#j2#_2# ts#i1#_1# t#ie1#w1#_1# m#E_X6a#J6a#_6a# t#a_X1#j1#_1# J#7_X5b#t5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_167.wav	tàu ngầm vàng chấp nửa đường	t#a_X2#w2#_2# N#7_X2#m2#_2# v#a2#N2#_2# ts#7_X5b#p5b#_5b# n#M73#_3# d#M72#N2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_168.wav	nếu trông quá tệ	n#e5a#w5a#_5a# ts#o1#Nm1#_1# k#wp5a#a5a#_5a# t#e6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_169.wav	phần mép trên của áo thắt sát vào ngực	f#7_X2#n2#_2# m#E5b#p5b#_5b# ts#e1#n1#_1# k#uo3#_3# a5a#w5a#_5a# t_h#a_X5b#t5b#_5b# s#a5b#t5b#_5b# v#a2#w2#_2# N#M6b#k6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_170.wav	cũng khiến pháo trung quốc tuồn về lạng sơn ngày một nhiều hơn	k#u4#Nm4#_4# x#ie5a#n5a#_5a# f#a5a#w5a#_5a# ts#u1#Nm1#_1# k#uo5b#k5b#_5b# t#uo2#n2#_2# v#e2#_2# l#a6a#N6a#_6a# s#71#n1#_1# N#a_X2#j2#_2# m#o6b#t6b#_6b# J#ie2#w2#_2# h#71#n1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_171.wav	hoặc bị dị ứng với thuốc trong quá khứ	h#wp6b#a_X6b#k6b#_6b# b#i6a#_6a# z#i6a#_6a# M5a#N5a#_5a# v#75a#j5a#_5a# t_h#uo5b#k5b#_5b# ts#O_X1#Nm1#_1# k#wp5a#a5a#_5a# x#M5a#_5a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_172.wav	hãy tận hưởng cảm giác của niềm khao khát và sự mong mỏi	h#a_X4#j4#_4# t#7_X6a#n6a#_6a# h#M73#N3#_3# k#a3#m3#_3# z#a5b#k5b#_5b# k#uo3#_3# n#ie2#m2#_2# x#a1#w1#_1# x#a5b#t5b#_5b# v#a2#_2# s#M6a#_6a# m#O_X1#Nm1#_1# m#O3#j3#_3#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_173.wav	cuộc tranh luận về tính cạnh tranh và thương hiệu quốc gia	k#uo6b#k6b#_6b# ts#E_X1#J1#_1# l#wp6a#7_X6a#n6a#_6a# v#e2#_2# t#i5a#J5a#_5a# k#E_X6a#J6a#_6a# ts#E_X1#J1#_1# v#a2#_2# t_h#M71#N1#_1# h#ie6a#w6a#_6a# k#uo5b#k5b#_5b# z#a1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_174.wav	một thị trường điện hiện đại của nhà nước	m#o6b#t6b#_6b# t_h#i6a#_6a# ts#M72#N2#_2# d#ie6a#n6a#_6a# h#ie6a#n6a#_6a# d#a6a#j6a#_6a# k#uo3#_3# J#a2#_2# n#M75b#k5b#_5b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_175.wav	rồi cô nàng với tay lấy chai nước tợp một ngụm	z#o2#j2#_2# k#o1#_1# n#a2#N2#_2# v#75a#j5a#_5a# t#a_X1#j1#_1# l#7_X5a#j5a#_5a# ts#a1#j1#_1# n#M75b#k5b#_5b# t#76b#p6b#_6b# m#o6b#t6b#_6b# N#u6a#m6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_176.wav	hội đồng cũng khuyến cáo chính quyền	h#o6a#j6a#_6a# d#o2#Nm2#_2# k#u4#Nm4#_4# x#wp5a#ie5a#n5a#_5a# k#a5a#w5a#_5a# ts#i5a#J5a#_5a# k#wp2#ie2#n2#_2#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_177.wav	lênh đênh làm trào nước bọt	l#e1#J1#_1# d#e1#J1#_1# l#a2#m2#_2# ts#a2#w2#_2# n#M75b#k5b#_5b# b#O6b#t6b#_6b#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_178.wav	tất cả những thứ xung quanh bạn	t#7_X5b#t5b#_5b# k#a3#_3# J#M4#N4#_4# t_h#M5a#_5a# s#u1#Nm1#_1# k#wp1#E_X1#J1#_1# b#a6a#n6a#_6a#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_179.wav	để tìm kế sinh nhai	d#e3#_3# t#i2#m2#_2# k#e5a#_5a# s#i1#J1#_1# J#a1#j1#_1#
/home4/khanhnd/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_180.wav	được tuân thủ nghiêm chỉnh	d#M76b#k6b#_6b# t#wp1#7_X1#n1#_1# t_h#u3#_3# N#ie1#m1#_1# ts#i3#J3#_3#
